time_s,x,y
0.000,0.000,0.000
0.110,1.004,0.763
0.220,1.010,0.757
0.330,1.018,0.754
0.440,1.029,0.749
0.550,1.042,0.747
0.659,1.055,0.743
0.762,1.055,0.743
0.862,1.055,0.743
0.963,1.055,0.743
1.063,1.055,0.743
1.165,1.055,0.743
1.272,1.055,0.743
1.382,1.055,0.743
1.492,1.055,0.743
1.602,1.055,0.743
1.712,1.055,0.743
1.822,1.055,0.743
1.932,1.055,0.743
2.042,1.055,0.743
2.151,1.055,0.743
2.262,1.055,0.743
2.363,1.055,0.743
2.464,1.055,0.743
2.564,1.055,0.743
2.664,1.055,0.743
2.780,1.055,0.743
2.890,1.055,0.743
3.000,1.055,0.743
3.110,1.055,0.743
3.219,1.055,0.743
3.329,1.055,0.743
3.439,1.055,0.743
3.549,1.055,0.743
3.659,1.055,0.743
3.765,1.055,0.743
3.880,1.055,0.743
3.980,1.055,0.743
4.084,1.055,0.743
4.194,1.055,0.743
4.304,1.055,0.743
4.414,1.055,0.743
4.524,1.055,0.743
4.634,1.055,0.743
4.743,1.055,0.743
4.853,1.055,0.743
4.963,1.055,0.743
5.065,1.055,0.743
5.165,1.055,0.743
5.277,1.055,0.743
5.387,1.055,0.743
5.497,1.055,0.743
5.607,1.055,0.743
5.716,1.055,0.743
5.826,1.055,0.743
5.936,1.055,0.743
6.046,1.055,0.743
6.156,1.055,0.743
6.266,1.055,0.743
6.366,1.055,0.743
6.466,1.055,0.743
6.567,1.055,0.743
6.667,1.055,0.743
6.776,1.055,0.743
6.879,1.055,0.743
6.980,1.055,0.743
7.080,1.055,0.743
7.180,1.055,0.743
7.281,1.055,0.743
7.382,1.055,0.743
7.482,1.055,0.743
7.583,1.055,0.743
7.696,1.055,0.743
7.797,1.055,0.743
7.897,1.055,0.743
7.997,1.055,0.743
8.098,1.055,0.743
8.198,1.055,0.743
8.308,1.055,0.743
8.413,1.055,0.743
8.514,1.055,0.743
8.629,1.055,0.743
8.730,1.055,0.743
8.831,1.055,0.743
8.946,1.055,0.743
9.047,1.055,0.743
9.147,1.055,0.743
9.248,1.055,0.743
9.362,1.055,0.743
9.469,1.055,0.743
9.569,1.055,0.743
9.673,1.055,0.743
9.780,1.055,0.743
9.881,1.931,0.874
9.982,1.941,0.873
10.087,1.941,0.873
10.196,1.941,0.873
10.296,1.941,0.873
10.396,1.941,0.873
10.497,1.941,0.873
10.612,1.941,0.873
10.722,1.941,0.873
10.832,1.941,0.873
10.934,1.941,0.873
11.045,1.941,0.873
11.155,1.941,0.873
11.264,1.941,0.873
11.370,1.941,0.873
11.471,1.941,0.873
11.571,1.941,0.873
11.671,1.941,0.873
11.771,1.941,0.873
11.871,2.114,0.819
11.971,2.114,0.819
12.071,2.124,0.814
12.176,2.124,0.814
12.286,2.124,0.814
12.386,2.124,0.814
12.490,2.124,0.814
12.604,2.124,0.814
12.704,2.124,0.814
12.804,2.124,0.814
12.905,2.124,0.814
13.005,2.124,0.814
13.106,2.124,0.814
13.206,2.124,0.814
13.312,2.124,0.814
13.422,2.124,0.814
13.529,2.124,0.814
13.639,2.124,0.814
13.749,2.124,0.814
13.859,2.124,0.814
13.969,2.285,0.716
14.073,2.285,0.716
14.173,2.285,0.716
14.273,2.285,0.716
14.373,2.285,0.716
14.486,2.285,0.716
14.596,2.285,0.716
14.706,2.285,0.716
14.816,2.285,0.716
14.926,2.285,0.716
15.036,2.285,0.716
15.146,2.285,0.716
15.248,2.285,0.716
15.349,2.285,0.716
15.458,2.285,0.716
15.568,2.285,0.716
15.673,2.285,0.716
15.774,2.285,0.716
15.874,2.416,0.593
15.974,2.424,0.582
16.074,2.424,0.582
16.174,2.424,0.582
16.290,2.424,0.582
16.400,2.424,0.582
16.509,2.424,0.582
16.619,2.424,0.582
16.729,2.424,0.582
16.839,2.424,0.582
16.948,2.424,0.582
17.058,2.424,0.582
17.168,2.424,0.582
17.274,2.424,0.582
17.388,2.424,0.582
17.497,2.424,0.582
17.608,2.424,0.582
17.718,2.517,0.441
17.827,2.517,0.441
17.937,2.523,0.429
18.047,2.528,0.418
18.154,2.528,0.418
18.267,2.528,0.418
18.375,2.528,0.418
18.475,2.528,0.418
18.575,2.528,0.418
18.675,2.528,0.418
18.775,2.528,0.418
18.875,2.528,0.418
18.988,2.528,0.418
19.098,2.528,0.418
19.209,2.528,0.418
19.318,2.528,0.418
19.428,2.528,0.418
19.538,2.528,0.418
19.647,2.528,0.418
19.757,2.587,0.254
19.867,2.587,0.254
19.976,2.590,0.241
20.076,2.592,0.230
20.176,2.592,0.230
20.276,2.592,0.230
20.376,2.592,0.230
20.476,2.592,0.230
20.588,2.592,0.230
20.698,2.592,0.230
20.808,2.592,0.230
20.917,2.592,0.230
21.027,2.592,0.230
21.138,2.712,0.170
21.247,2.739,0.172
21.357,2.752,0.167
21.464,2.820,0.170
21.573,2.837,0.167
21.676,2.870,0.175
21.779,2.870,0.175
21.889,2.903,0.182
21.999,2.931,0.184
22.109,2.931,0.184
22.219,2.931,0.184
22.329,2.931,0.184
22.439,2.931,0.184
22.548,2.931,0.184
22.658,2.931,0.184
22.768,2.931,0.184
22.877,2.931,0.184
22.987,2.931,0.184
23.097,2.931,0.184
23.207,2.931,0.184
23.316,2.931,0.184
23.427,2.931,0.184
23.539,2.931,0.184
23.647,2.931,0.184
23.758,2.931,0.184
23.864,3.197,0.108
23.964,3.212,0.101
24.074,3.212,0.101
24.174,3.229,0.101
24.275,3.243,0.101
24.378,3.243,0.101
24.479,3.243,0.101
24.579,3.275,0.102
24.679,3.287,0.101
24.779,3.296,0.097
24.880,3.307,0.095
24.994,3.313,0.088
25.097,3.313,0.088
25.197,3.323,0.085
25.298,3.334,0.084
25.398,3.339,0.082
25.498,3.339,0.082
25.598,3.348,0.079
25.699,3.360,0.077
25.814,3.370,0.074
25.915,3.383,0.074
26.030,3.397,0.072
26.130,3.408,0.070
26.231,3.408,0.070
26.331,3.419,0.070
26.446,3.431,0.070
26.549,3.441,0.068
26.649,3.441,0.068
26.750,3.441,0.068
26.850,3.441,0.068
26.951,3.477,0.057
27.051,3.477,0.057
27.160,3.477,0.057
27.264,3.477,0.057
27.365,3.477,0.057
27.476,3.477,0.057
27.580,3.535,0.058
27.680,3.545,0.063
27.781,3.545,0.063
27.882,3.558,0.068
28.068,3.573,0.075
28.168,3.587,0.079
28.273,3.598,0.082
28.381,3.609,0.084
28.481,3.620,0.084
28.581,3.630,0.080
28.694,3.638,0.074
28.804,3.638,0.074
28.910,3.651,0.069
29.020,3.665,0.064
29.130,3.665,0.064
29.240,3.665,0.064
29.348,3.665,0.064
29.448,3.665,0.064
29.560,3.665,0.064
29.664,3.665,0.064
29.765,3.665,0.064
29.874,3.665,0.064
29.982,3.665,0.064
30.082,3.665,0.064
30.194,3.665,0.064
30.304,3.665,0.064
30.404,3.665,0.064
30.512,3.665,0.064
30.622,3.665,0.064
30.731,3.665,0.064
30.831,3.665,0.064
30.943,3.665,0.064
31.053,3.665,0.064
31.162,3.665,0.064
31.263,3.665,0.064
31.375,3.665,0.064
31.482,3.665,0.064
31.582,3.665,0.064
31.684,3.665,0.064
31.798,3.665,0.064
31.908,3.665,0.064
32.017,3.665,0.064
32.117,3.665,0.064
32.224,3.665,0.064
32.339,3.665,0.064
32.449,3.665,0.064
32.559,3.665,0.064
32.669,3.665,0.064
32.781,3.665,0.064
32.883,3.665,0.064
32.983,3.665,0.064
