time_s,x,y
20.458,3.991,0.080
20.559,4.006,0.078
20.659,4.025,0.072
20.773,4.025,0.072
20.874,4.048,0.070
20.978,4.072,0.072
21.089,4.093,0.072
21.202,4.113,0.072
21.313,4.134,0.079
21.424,4.155,0.085
21.535,4.155,0.085
21.635,4.174,0.090
21.736,4.198,0.093
21.838,4.225,0.095
21.939,4.253,0.091
22.039,4.253,0.091
22.140,4.277,0.086
22.244,4.296,0.076
22.354,4.313,0.077
22.464,4.326,0.079
22.565,4.326,0.079
22.665,4.342,0.076
22.766,4.361,0.070
22.866,4.383,0.067
22.969,4.407,0.067
23.079,4.428,0.067
23.180,4.428,0.067
23.280,4.448,0.067
23.381,4.469,0.073
23.489,4.489,0.080
23.599,4.509,0.083
23.709,4.509,0.083
23.818,4.534,0.088
23.919,4.560,0.087
24.022,4.587,0.082
24.122,4.609,0.075
24.226,4.609,0.075
24.327,4.628,0.074
24.430,4.642,0.077
24.540,4.656,0.078
24.648,4.674,0.076
24.760,4.696,0.071
24.870,4.719,0.071
24.980,4.719,0.071
25.089,4.741,0.071
25.190,4.763,0.073
25.293,4.784,0.078
25.404,4.804,0.084
25.514,4.823,0.090
25.625,4.845,0.094
25.735,4.845,0.094
25.845,4.872,0.099
25.946,4.899,0.100
26.049,4.924,0.097
26.158,4.946,0.089
26.259,4.946,0.089
26.360,4.965,0.079
26.473,4.982,0.078
26.583,4.995,0.077
