time_s,x,y
40.823,4.618,1.915
40.923,4.629,1.913
41.025,4.629,1.913
41.126,4.640,1.914
41.228,4.653,1.920
41.331,4.666,1.924
41.432,4.679,1.927
41.547,4.690,1.926
41.647,4.690,1.926
41.748,4.699,1.924
41.848,4.709,1.921
41.961,4.720,1.919
42.063,4.734,1.911
42.164,4.734,1.911
42.264,4.734,1.911
42.365,4.760,1.900
42.465,4.772,1.896
42.565,4.785,1.893
42.677,4.785,1.893
42.778,4.796,1.895
42.878,4.806,1.901
42.979,4.814,1.904
43.079,4.822,1.908
43.180,4.822,1.908
43.280,4.832,1.915
43.381,4.841,1.923
43.482,4.852,1.929
43.595,4.860,1.932
43.696,4.860,1.932
43.796,4.868,1.934
43.896,4.877,1.932
43.997,4.888,1.929
44.097,4.901,1.922
44.208,4.901,1.922
44.317,4.913,1.917
44.431,4.927,1.914
44.532,4.939,1.911
44.647,4.952,1.908
44.747,4.963,1.903
44.848,4.963,1.903
44.961,4.974,1.898
45.062,4.985,1.896
45.162,4.997,1.898
45.262,5.009,1.899
45.363,5.021,1.901
45.464,5.021,1.901
45.579,5.031,1.909
45.682,5.041,1.910
45.782,5.052,1.911
45.883,5.063,1.915
45.984,5.063,1.915
46.094,5.077,1.913
46.194,5.090,1.906
46.294,5.104,1.902
46.398,5.117,1.902
46.510,5.117,1.902
46.620,5.131,1.906
46.720,5.144,1.912
46.821,5.156,1.914
46.930,5.165,1.914
47.040,5.174,1.914
47.150,5.185,1.919
47.259,5.185,1.919
47.364,5.199,1.922
47.477,5.213,1.929
47.579,5.224,1.933
47.680,5.233,1.933
47.780,5.233,1.933
47.881,5.243,1.934
47.991,5.256,1.935
48.092,5.269,1.930
48.199,5.283,1.927
48.307,5.297,1.926
48.413,5.310,1.926
48.524,5.310,1.926
48.633,5.323,1.927
48.733,5.334,1.929
48.834,5.347,1.931
48.935,5.358,1.931
49.036,5.358,1.931
49.137,5.369,1.932
49.238,5.383,1.935
49.338,5.396,1.934
49.438,5.396,1.934
49.544,5.407,1.935
49.655,5.416,1.935
49.765,5.427,1.934
49.866,5.438,1.935
49.975,5.451,1.934
50.089,5.465,1.926
50.199,5.465,1.926
50.310,5.477,1.918
50.410,5.489,1.914
