time_s,x,y
0.000,-0.107,1.432
0.110,1.001,0.577
0.220,1.000,0.544
0.321,1.004,0.514
0.421,1.010,0.491
0.522,1.015,0.473
0.622,1.015,0.473
0.725,1.021,0.459
0.835,1.035,0.449
0.944,1.058,0.433
1.045,1.088,0.422
1.146,1.088,0.422
1.246,1.123,0.418
1.347,1.152,0.411
1.449,1.173,0.401
1.559,1.189,0.386
1.670,1.202,0.367
1.780,1.202,0.367
1.890,1.211,0.335
1.990,1.213,0.300
2.094,1.212,0.264
2.197,1.205,0.231
2.299,1.205,0.231
2.408,1.202,0.203
2.514,1.201,0.177
2.629,1.201,0.157
2.729,1.206,0.141
2.834,1.217,0.123
2.935,1.217,0.123
3.039,1.237,0.102
3.148,1.268,0.084
3.259,1.302,0.073
3.359,1.327,0.078
3.463,1.327,0.078
3.573,1.343,0.081
3.675,1.358,0.083
3.777,1.375,0.087
3.879,1.388,0.090
3.979,1.398,0.093
4.080,1.398,0.093
4.180,1.406,0.089
4.281,1.419,0.086
4.382,1.432,0.086
4.486,1.443,0.087
4.596,1.443,0.087
4.705,1.460,0.089
4.813,1.484,0.096
4.914,1.513,0.113
5.014,1.544,0.137
5.115,1.568,0.168
5.225,1.568,0.168
5.334,1.586,0.191
5.446,1.600,0.210
5.556,1.613,0.226
5.656,1.625,0.237
5.757,1.639,0.241
5.857,1.639,0.241
5.965,1.662,0.237
6.075,1.690,0.233
6.176,1.717,0.223
6.277,1.748,0.213
6.385,1.773,0.207
6.486,1.773,0.207
6.586,1.797,0.206
6.687,1.820,0.214
6.801,1.843,0.234
6.911,1.863,0.261
7.021,1.863,0.261
7.121,1.879,0.293
7.222,1.886,0.331
7.322,1.890,0.361
7.423,1.893,0.380
7.523,1.893,0.380
7.624,1.896,0.398
7.724,1.901,0.411
7.825,1.914,0.422
7.928,1.938,0.434
8.029,1.938,0.434
8.130,1.965,0.449
8.231,1.999,0.460
8.331,2.028,0.476
8.432,2.051,0.490
8.532,2.051,0.490
8.645,2.070,0.509
8.745,2.080,0.533
8.850,2.083,0.567
8.960,2.080,0.599
9.066,2.065,0.632
9.181,2.065,0.632
9.291,2.045,0.662
9.401,2.030,0.685
9.501,2.022,0.701
9.602,2.013,0.713
9.716,2.008,0.725
9.816,2.008,0.725
9.917,2.009,0.743
10.030,2.017,0.767
10.130,2.028,0.798
10.231,2.043,0.832
10.332,2.052,0.862
10.432,2.052,0.862
10.533,2.058,0.889
10.634,2.055,0.914
10.734,2.040,0.940
10.835,2.040,0.940
10.945,2.016,0.964
11.055,1.989,0.982
11.165,1.955,0.993
11.265,1.922,0.998
11.366,1.901,1.003
11.480,1.901,1.003
11.590,1.886,1.004
11.690,1.870,1.005
11.791,1.859,1.010
11.891,1.846,1.027
12.000,1.846,1.027
12.112,1.834,1.052
12.224,1.822,1.083
12.336,1.806,1.116
12.448,1.790,1.140
12.556,1.772,1.158
12.663,1.751,1.170
12.763,1.722,1.174
12.864,1.722,1.174
12.965,1.688,1.168
13.078,1.657,1.155
13.188,1.630,1.132
13.298,1.609,1.111
13.399,1.609,1.111
13.499,1.593,1.096
13.613,1.583,1.084
13.723,1.573,1.076
13.833,1.561,1.072
13.943,1.541,1.072
14.043,1.512,1.073
14.145,1.512,1.073
14.250,1.479,1.084
14.350,1.446,1.090
14.451,1.419,1.091
14.556,1.394,1.085
14.666,1.373,1.071
14.777,1.373,1.071
14.888,1.356,1.046
14.998,1.344,1.017
15.109,1.339,0.983
15.220,1.344,0.951
15.321,1.347,0.927
15.425,1.347,0.927
15.535,1.350,0.909
15.645,1.355,0.896
15.754,1.356,0.887
15.864,1.350,0.874
15.964,1.335,0.859
16.065,1.314,0.839
16.179,1.314,0.839
16.281,1.286,0.821
16.382,1.264,0.801
16.493,1.250,0.779
16.603,1.243,0.756
16.715,1.246,0.731
16.816,1.246,0.731
16.920,1.261,0.701
17.020,1.280,0.677
17.121,1.310,0.658
17.235,1.340,0.647
17.344,1.363,0.639
17.454,1.363,0.639
17.564,1.381,0.634
17.665,1.395,0.634
17.769,1.404,0.632
17.879,1.414,0.620
17.989,1.420,0.599
18.099,1.420,0.599
18.201,1.425,0.573
18.301,1.433,0.542
