time_s,x,y
0.000,0.000,0.000
0.110,1.003,1.389
0.211,1.011,1.398
0.311,1.021,1.409
0.417,1.031,1.419
0.518,1.031,1.419
0.628,1.038,1.427
0.738,1.049,1.432
0.838,1.064,1.435
0.939,1.079,1.437
1.050,1.092,1.441
1.159,1.092,1.441
1.270,1.105,1.444
1.371,1.118,1.447
1.486,1.131,1.452
1.588,1.141,1.457
1.689,1.152,1.460
1.789,1.162,1.464
1.902,1.162,1.464
2.003,1.174,1.469
2.103,1.184,1.474
2.203,1.195,1.482
2.315,1.205,1.490
2.416,1.205,1.490
2.517,1.214,1.498
2.621,1.222,1.505
2.731,1.233,1.510
2.838,1.247,1.514
2.938,1.247,1.514
3.038,1.261,1.518
3.138,1.273,1.524
3.239,1.286,1.527
3.339,1.300,1.529
3.452,1.311,1.535
3.555,1.311,1.535
3.656,1.311,1.535
3.770,1.330,1.548
3.871,1.342,1.554
3.972,1.354,1.557
4.072,1.354,1.557
4.173,1.364,1.562
4.273,1.375,1.569
4.374,1.386,1.576
4.474,1.395,1.583
4.584,1.395,1.583
4.687,1.403,1.591
4.788,1.413,1.596
4.891,1.428,1.601
4.993,1.441,1.609
5.094,1.441,1.609
5.202,1.453,1.614
5.302,1.466,1.619
5.403,1.477,1.626
5.503,1.487,1.629
5.605,1.487,1.629
5.705,1.498,1.636
5.805,1.506,1.644
5.920,1.516,1.653
6.020,1.527,1.660
6.131,1.527,1.660
6.231,1.536,1.671
6.332,1.544,1.683
6.436,1.549,1.694
6.536,1.555,1.705
6.646,1.563,1.711
6.746,1.563,1.711
6.847,1.576,1.718
6.947,1.588,1.725
7.052,1.600,1.734
7.153,1.611,1.741
7.255,1.611,1.741
7.370,1.623,1.751
7.471,1.623,1.751
7.574,1.623,1.751
7.674,1.623,1.751
7.775,1.623,1.751
7.887,1.657,1.782
7.988,1.666,1.791
8.088,1.678,1.798
8.188,1.689,1.806
8.289,1.689,1.806
8.389,1.700,1.814
8.504,1.706,1.823
8.604,1.713,1.832
8.705,1.722,1.838
8.805,1.735,1.845
8.905,1.735,1.845
9.006,1.747,1.852
9.107,1.756,1.861
9.221,1.768,1.870
9.330,1.776,1.880
9.440,1.785,1.885
9.550,1.785,1.885
9.651,1.794,1.891
9.751,1.802,1.899
9.852,1.808,1.912
9.953,1.820,1.914
10.054,1.820,1.914
10.155,1.823,1.914
10.255,1.823,1.913
10.356,1.825,1.911
10.456,1.828,1.909
10.570,1.828,1.909
10.670,1.834,1.908
10.772,1.845,1.904
10.877,1.860,1.900
10.987,1.874,1.898
11.097,1.887,1.895
11.205,1.887,1.895
11.315,1.899,1.895
11.425,1.910,1.894
11.536,1.919,1.890
11.636,1.928,1.891
11.736,1.928,1.891
11.846,1.936,1.893
11.947,1.943,1.896
12.047,1.953,1.900
12.155,1.958,1.908
12.255,1.962,1.914
12.357,1.962,1.914
12.458,1.967,1.918
12.558,1.972,1.921
12.669,1.981,1.922
12.784,1.993,1.922
12.894,2.007,1.924
12.997,2.007,1.924
13.099,2.017,1.926
13.204,2.030,1.929
13.316,2.042,1.931
13.426,2.052,1.933
13.536,2.061,1.934
13.645,2.061,1.934
13.746,2.070,1.935
13.846,2.080,1.929
13.947,2.091,1.923
14.055,2.098,1.919
14.164,2.102,1.919
14.269,2.102,1.919
14.372,2.107,1.914
14.486,2.111,1.911
14.589,2.117,1.908
14.689,2.128,1.903
14.804,2.141,1.896
14.904,2.141,1.896
15.014,2.155,1.889
15.124,2.170,1.884
15.225,2.184,1.879
15.337,2.196,1.874
15.438,2.207,1.869
15.539,2.207,1.869
15.640,2.217,1.864
15.755,2.227,1.863
15.868,2.238,1.865
15.979,2.248,1.866
16.079,2.259,1.870
16.180,2.259,1.870
16.280,2.265,1.877
16.381,2.273,1.885
16.484,2.279,1.891
16.593,2.289,1.896
16.694,2.289,1.896
16.804,2.302,1.896
16.904,2.316,1.895
17.016,2.329,1.896
17.117,2.343,1.898
17.222,2.357,1.899
17.325,2.357,1.899
17.437,2.367,1.899
17.539,2.378,1.899
17.641,2.387,1.903
17.741,2.397,1.907
17.850,2.408,1.913
17.951,2.408,1.913
18.065,2.421,1.915
18.174,2.433,1.921
18.282,2.444,1.923
18.382,2.451,1.924
18.487,2.456,1.928
18.599,2.456,1.928
18.700,2.465,1.932
18.801,2.477,1.933
18.913,2.491,1.933
19.021,2.504,1.936
19.121,2.518,1.938
19.221,2.518,1.938
19.331,2.530,1.940
19.432,2.541,1.940
19.532,2.552,1.941
19.632,2.552,1.941
19.737,2.562,1.939
19.838,2.573,1.933
19.938,2.585,1.925
20.039,2.594,1.921
20.149,2.601,1.920
20.253,2.601,1.920
20.354,2.605,1.918
20.458,2.611,1.917
20.558,2.619,1.917
20.659,2.632,1.910
20.770,2.647,1.901
20.870,2.647,1.901
20.984,2.663,1.896
21.084,2.678,1.890
21.188,2.691,1.883
21.288,2.706,1.878
21.389,2.706,1.878
21.490,2.716,1.876
21.590,2.729,1.871
21.694,2.740,1.867
21.795,2.740,1.867
21.900,2.751,1.868
22.010,2.764,1.872
22.111,2.779,1.877
22.212,2.788,1.888
22.313,2.796,1.894
22.419,2.796,1.894
22.521,2.804,1.899
22.621,2.814,1.905
22.722,2.829,1.910
22.823,2.829,1.910
22.923,2.844,1.909
23.036,2.859,1.909
23.142,2.875,1.911
23.242,2.887,1.910
23.349,2.899,1.912
23.449,2.912,1.913
23.550,2.912,1.913
23.656,2.923,1.916
23.756,2.931,1.920
23.867,2.944,1.925
23.969,2.956,1.927
24.071,2.956,1.927
24.171,2.972,1.924
24.287,2.980,1.924
24.387,2.986,1.924
24.493,2.992,1.922
24.603,2.992,1.922
24.706,3.001,1.923
24.818,3.015,1.918
24.932,3.028,1.913
25.033,3.049,1.921
25.133,3.057,1.910
25.238,3.071,1.908
25.348,3.071,1.908
25.450,3.092,1.912
25.550,3.093,1.904
25.651,3.104,1.902
25.755,3.114,1.904
25.860,3.114,1.904
25.966,3.142,1.906
26.079,3.152,1.907
26.189,3.162,1.911
26.292,3.172,1.915
26.398,3.180,1.922
26.503,3.180,1.922
26.604,3.192,1.925
26.704,3.202,1.929
26.806,3.207,1.933
26.906,3.216,1.935
27.007,3.216,1.935
27.108,3.229,1.933
27.208,3.245,1.934
27.319,3.259,1.935
27.429,3.270,1.935
27.536,3.287,1.937
27.645,3.287,1.937
27.746,3.299,1.937
27.850,3.310,1.938
27.960,3.321,1.940
