time_s,x,y
0.000,-0.219,1.346
0.100,1.615,0.824
0.201,1.609,0.829
0.301,1.609,0.829
0.407,1.609,0.829
0.517,1.609,0.829
0.627,1.609,0.829
0.727,1.609,0.829
0.831,1.609,0.829
0.941,1.609,0.829
1.051,1.609,0.829
1.152,1.609,0.829
1.252,1.609,0.829
1.366,1.609,0.829
1.476,1.609,0.829
1.585,1.609,0.829
1.696,1.609,0.829
1.808,1.609,0.829
1.918,1.609,0.829
2.028,1.609,0.829
2.138,1.609,0.829
2.249,1.609,0.829
2.359,1.609,0.829
2.468,1.609,0.829
2.578,1.609,0.829
2.688,1.609,0.829
2.798,1.609,0.829
2.908,1.609,0.829
3.018,1.609,0.829
3.128,1.609,0.829
3.238,1.609,0.829
3.348,1.609,0.829
3.457,1.609,0.829
3.567,1.609,0.829
3.677,1.609,0.829
3.787,1.609,0.829
3.888,1.609,0.829
3.988,1.609,0.829
4.102,1.754,1.040
4.212,1.754,1.040
4.322,1.746,1.042
4.432,1.746,1.042
4.532,1.746,1.042
4.635,1.746,1.042
4.736,1.746,1.042
4.840,1.746,1.042
4.950,1.746,1.042
5.051,1.746,1.042
5.153,1.746,1.042
5.261,1.746,1.042
5.368,1.746,1.042
5.470,1.746,1.042
5.579,1.746,1.042
5.689,1.746,1.042
5.799,1.746,1.042
5.909,1.746,1.042
6.018,1.746,1.042
6.128,1.746,1.042
6.239,1.746,1.042
6.348,1.746,1.042
6.458,1.746,1.042
6.568,1.746,1.042
6.678,1.746,1.042
6.787,1.746,1.042
6.898,1.746,1.042
7.009,1.746,1.042
7.119,1.746,1.042
7.228,1.746,1.042
7.329,1.746,1.042
7.432,1.746,1.042
7.542,1.746,1.042
7.644,1.746,1.042
7.745,1.746,1.042
7.857,1.746,1.042
7.962,1.746,1.042
8.063,1.746,1.042
8.164,1.746,1.042
8.266,1.746,1.042
8.376,1.746,1.042
8.476,1.746,1.042
8.580,1.746,1.042
8.681,1.746,1.042
8.785,1.746,1.042
8.894,1.746,1.042
8.995,1.746,1.042
9.096,1.746,1.042
9.209,1.746,1.042
9.319,1.746,1.042
9.429,1.746,1.042
9.539,1.746,1.042
9.649,1.746,1.042
9.759,1.746,1.042
9.869,1.746,1.042
9.979,1.746,1.042
10.089,1.746,1.042
10.189,1.746,1.042
10.293,1.746,1.042
10.403,1.746,1.042
10.513,1.746,1.042
10.623,1.746,1.042
10.733,1.746,1.042
10.843,1.746,1.042
10.953,1.746,1.042
11.063,1.746,1.042
11.167,1.746,1.042
11.267,1.746,1.042
11.378,1.746,1.042
11.488,1.746,1.042
11.588,1.746,1.042
11.692,1.746,1.042
11.802,1.746,1.042
11.912,1.746,1.042
12.021,1.746,1.042
12.122,1.746,1.042
12.223,1.746,1.042
12.328,1.746,1.042
12.431,1.746,1.042
12.541,1.746,1.042
12.651,1.746,1.042
12.761,1.746,1.042
12.871,1.746,1.042
12.981,1.746,1.042
13.089,1.746,1.042
13.190,1.746,1.042
13.296,1.746,1.042
13.406,1.746,1.042
13.516,1.746,1.042
13.625,1.746,1.042
13.736,1.746,1.042
13.846,1.746,1.042
13.956,1.746,1.042
14.065,1.746,1.042
14.175,1.746,1.042
14.285,1.746,1.042
14.396,1.746,1.042
14.496,1.746,1.042
14.596,1.746,1.042
14.704,1.746,1.042
14.810,1.746,1.042
14.919,1.746,1.042
15.030,1.746,1.042
15.138,1.746,1.042
15.248,1.746,1.042
15.358,1.746,1.042
15.468,1.746,1.042
15.578,1.746,1.042
15.678,1.746,1.042
15.778,1.746,1.042
15.878,1.746,1.042
15.978,1.746,1.042
16.079,1.746,1.042
16.179,1.746,1.042
16.279,1.746,1.042
16.380,1.746,1.042
16.480,1.746,1.042
16.594,1.746,1.042
16.695,1.746,1.042
16.795,1.746,1.042
16.896,1.746,1.042
16.996,1.746,1.042
17.110,1.746,1.042
17.211,1.746,1.042
17.312,1.746,1.042
17.412,1.746,1.042
17.527,1.746,1.042
17.628,1.746,1.042
17.728,1.746,1.042
17.828,1.746,1.042
17.942,1.832,1.823
18.053,1.834,1.831
18.163,1.833,1.838
18.274,1.830,1.844
18.385,1.828,1.849
18.495,1.828,1.851
18.605,1.823,1.848
18.715,1.823,1.848
18.815,1.817,1.841
18.916,1.810,1.831
19.016,1.808,1.822
19.117,1.806,1.815
19.218,1.806,1.815
19.318,1.802,1.809
19.419,1.800,1.803
19.519,1.794,1.799
19.629,1.793,1.799
19.739,1.793,1.799
19.850,1.798,1.801
