time_s,x,y
8.849,2.456,0.992
8.950,2.473,0.994
9.051,2.473,0.994
9.151,2.497,0.995
9.256,2.524,0.994
9.357,2.551,0.988
9.472,2.575,0.981
9.572,2.594,0.969
9.673,2.594,0.969
9.774,2.613,0.952
9.874,2.630,0.936
9.975,2.648,0.925
10.088,2.668,0.911
10.188,2.668,0.911
10.289,2.687,0.900
10.389,2.709,0.892
10.490,2.730,0.888
10.591,2.747,0.887
10.692,2.747,0.887
10.799,2.766,0.889
10.901,2.784,0.890
11.001,2.803,0.890
11.102,2.829,0.890
11.215,2.829,0.890
11.325,2.853,0.886
11.435,2.879,0.877
11.545,2.900,0.865
11.656,2.916,0.851
11.766,2.935,0.834
11.866,2.952,0.819
11.971,2.952,0.819
12.072,2.970,0.805
12.184,2.989,0.789
12.287,3.009,0.777
12.388,3.031,0.770
12.495,3.049,0.766
12.595,3.049,0.766
12.696,3.066,0.765
12.805,3.087,0.764
12.914,3.105,0.764
13.024,3.121,0.763
13.134,3.133,0.768
13.235,3.133,0.768
13.345,3.156,0.766
13.446,3.185,0.764
13.554,3.211,0.758
13.656,3.234,0.748
13.763,3.256,0.733
13.873,3.256,0.733
13.987,3.272,0.716
14.097,3.287,0.698
14.197,3.298,0.682
14.297,3.316,0.667
14.398,3.316,0.667
14.506,3.338,0.652
14.607,3.360,0.641
14.708,3.380,0.632
14.808,3.397,0.627
14.908,3.414,0.625
15.009,3.414,0.625
15.110,3.430,0.624
15.219,3.448,0.622
15.321,3.473,0.619
15.426,3.499,0.614
15.536,3.499,0.614
15.637,3.523,0.603
15.739,3.545,0.588
15.840,3.563,0.573
15.940,3.578,0.554
16.056,3.578,0.554
16.157,3.589,0.535
16.257,3.601,0.520
16.372,3.618,0.502
16.472,3.638,0.486
16.573,3.659,0.474
16.684,3.659,0.474
16.784,3.677,0.464
16.885,3.693,0.459
16.985,3.710,0.454
17.086,3.727,0.453
17.186,3.727,0.453
17.287,3.746,0.449
17.387,3.771,0.444
17.488,3.795,0.435
17.594,3.818,0.421
17.695,3.818,0.421
17.798,3.838,0.405
17.911,3.853,0.387
18.011,3.866,0.366
18.112,3.875,0.347
18.219,3.875,0.347
18.328,3.886,0.330
18.432,3.903,0.311
18.534,3.921,0.295
18.640,3.940,0.282
18.740,3.958,0.272
18.840,3.958,0.272
18.948,3.974,0.266
19.050,3.991,0.262
19.151,4.007,0.258
19.254,4.026,0.253
19.357,4.052,0.244
19.458,4.052,0.244
19.560,4.074,0.232
19.664,4.094,0.215
19.769,4.112,0.198
19.869,4.112,0.198
19.970,4.123,0.180
20.071,4.134,0.158
20.187,4.141,0.139
20.288,4.153,0.121
20.399,4.168,0.101
20.500,4.168,0.101
20.606,4.184,0.085
20.707,4.201,0.072
20.817,4.218,0.062
20.927,4.234,0.056
21.037,4.252,0.052
21.137,4.252,0.052
21.252,4.267,0.046
21.352,4.288,0.041
21.453,4.316,0.051
21.553,4.343,0.062
21.653,4.364,0.069
21.763,4.364,0.069
21.873,4.383,0.074
21.973,4.399,0.078
22.087,4.413,0.081
22.197,4.429,0.083
22.297,4.446,0.081
22.398,4.446,0.081
22.498,4.465,0.079
22.604,4.485,0.078
22.714,4.502,0.078
22.824,4.518,0.081
22.937,4.535,0.086
23.047,4.535,0.086
23.148,4.551,0.093
23.252,4.568,0.100
23.352,4.593,0.106
23.452,4.618,0.110
23.556,4.618,0.110
23.669,4.644,0.107
23.771,4.666,0.101
23.881,4.686,0.094
23.981,4.702,0.082
24.088,4.718,0.079
24.198,4.718,0.079
24.299,4.732,0.072
24.400,4.751,0.063
24.501,4.772,0.057
24.601,4.793,0.054
24.706,4.793,0.054
24.807,4.812,0.053
24.919,4.829,0.054
25.029,4.848,0.056
25.139,4.866,0.059
25.239,4.885,0.064
25.340,4.885,0.064
25.451,4.910,0.067
25.552,4.935,0.064
25.652,4.961,0.059
25.762,4.981,0.066
25.872,4.998,0.071
25.982,4.998,0.071
26.091,5.018,0.072
26.205,5.037,0.072
26.316,5.059,0.074
26.428,5.082,0.075
26.528,5.104,0.077
26.629,5.127,0.079
26.734,5.127,0.079
26.836,5.148,0.082
26.938,5.166,0.088
27.049,5.185,0.098
27.154,5.200,0.106
27.265,5.200,0.106
27.375,5.221,0.115
27.475,5.246,0.123
27.576,5.274,0.125
27.676,5.299,0.123
27.777,5.324,0.119
27.878,5.324,0.119
27.980,5.344,0.109
28.084,5.363,0.097
28.185,5.381,0.087
28.287,5.400,0.078
28.399,5.400,0.078
28.509,5.421,0.070
28.618,5.444,0.067
28.728,5.465,0.066
28.838,5.483,0.066
