time_s,x,y
0.000,-0.182,1.338
0.110,1.022,0.979
0.221,1.039,0.965
0.325,1.052,0.954
0.426,1.067,0.950
0.532,1.087,0.952
0.632,1.087,0.952
0.739,1.110,0.966
0.840,1.137,0.984
0.940,1.160,1.010
1.042,1.183,1.030
1.142,1.183,1.030
1.255,1.200,1.045
1.355,1.217,1.054
1.455,1.240,1.055
1.556,1.268,1.050
1.657,1.268,1.050
1.773,1.301,1.038
1.875,1.334,1.022
1.975,1.366,1.001
2.076,1.395,0.989
2.190,1.419,0.980
2.291,1.419,0.980
2.391,1.439,0.972
2.504,1.458,0.974
2.616,1.482,0.983
2.728,1.507,1.000
2.842,1.531,1.023
2.955,1.554,1.048
3.067,1.554,1.048
3.178,1.573,1.070
3.289,1.592,1.085
3.390,1.610,1.096
3.491,1.633,1.100
3.592,1.665,1.100
3.692,1.665,1.100
3.793,1.700,1.092
3.906,1.736,1.082
4.007,1.771,1.069
4.107,1.801,1.061
4.208,1.801,1.061
4.309,1.827,1.056
4.424,1.849,1.056
4.525,1.870,1.064
4.634,1.895,1.080
4.735,1.919,1.106
4.835,1.919,1.106
4.940,1.938,1.136
5.041,1.955,1.164
5.143,1.972,1.187
5.243,1.972,1.187
5.354,2.005,1.218
5.454,2.005,1.218
5.554,2.029,1.223
5.655,2.064,1.226
5.769,2.102,1.226
5.879,2.142,1.221
5.980,2.142,1.221
6.091,2.178,1.216
6.201,2.209,1.215
6.311,2.235,1.217
6.421,2.258,1.222
6.521,2.278,1.237
6.635,2.299,1.262
6.745,2.299,1.262
6.855,2.316,1.291
6.965,2.326,1.323
7.073,2.339,1.353
7.173,2.352,1.377
7.278,2.363,1.395
7.378,2.363,1.395
7.482,2.381,1.410
7.583,2.406,1.420
7.685,2.442,1.428
7.786,2.480,1.436
7.887,2.480,1.436
7.987,2.518,1.437
8.088,2.552,1.440
8.189,2.581,1.444
8.297,2.605,1.451
8.407,2.605,1.451
8.508,2.623,1.465
8.609,2.642,1.486
8.710,2.658,1.516
8.814,2.667,1.551
8.924,2.669,1.586
9.025,2.669,1.586
9.126,2.674,1.615
9.239,2.682,1.641
9.349,2.692,1.660
9.449,2.710,1.678
9.550,2.710,1.678
9.652,2.738,1.696
9.754,2.772,1.712
9.864,2.804,1.726
9.965,2.840,1.735
10.065,2.840,1.735
10.169,2.872,1.748
10.272,2.896,1.760
10.382,2.917,1.775
10.490,2.929,1.796
10.591,2.941,1.825
10.691,2.941,1.825
10.791,2.946,1.859
10.903,2.939,1.894
11.004,2.931,1.912
11.109,2.933,1.917
11.219,2.933,1.917
11.323,2.940,1.922
11.423,2.956,1.930
11.523,2.977,1.933
11.639,3.012,1.941
11.739,3.044,1.946
11.841,3.044,1.946
11.951,3.077,1.945
12.052,3.106,1.934
12.159,3.113,1.947
12.273,3.151,1.938
12.389,3.176,1.930
12.499,3.191,1.924
12.607,3.191,1.924
12.722,3.208,1.919
12.833,3.222,1.917
12.935,3.237,1.915
13.050,3.251,1.915
13.151,3.260,1.918
13.254,3.271,1.922
13.355,3.271,1.922
13.456,3.286,1.922
13.566,3.302,1.921
13.666,3.324,1.919
13.771,3.352,1.912
13.871,3.352,1.912
13.973,3.386,1.899
14.073,3.421,1.880
14.173,3.454,1.852
14.285,3.481,1.832
14.385,3.481,1.832
14.486,3.501,1.821
14.600,3.517,1.809
14.707,3.536,1.803
14.817,3.552,1.806
14.928,3.572,1.817
15.041,3.599,1.835
15.142,3.599,1.835
15.242,3.626,1.855
15.354,3.648,1.871
15.463,3.665,1.886
15.564,3.685,1.893
15.665,3.685,1.893
15.772,3.713,1.891
15.883,3.748,1.880
15.983,3.780,1.864
16.089,3.809,1.845
16.189,3.809,1.845
16.304,3.837,1.820
16.408,3.863,1.799
16.518,3.883,1.786
16.623,3.899,1.780
16.724,3.914,1.775
16.835,3.936,1.776
16.945,3.936,1.776
17.055,3.961,1.784
17.155,3.992,1.800
17.257,4.023,1.815
17.358,4.049,1.827
17.460,4.049,1.827
17.561,4.070,1.836
17.673,4.095,1.836
17.788,4.122,1.824
17.898,4.156,1.805
18.008,4.185,1.782
18.109,4.209,1.755
18.209,4.209,1.755
18.322,4.230,1.722
18.422,4.249,1.697
18.526,4.265,1.684
18.636,4.279,1.671
18.741,4.279,1.671
18.851,4.295,1.665
18.962,4.320,1.662
19.072,4.355,1.667
19.182,4.388,1.677
19.290,4.420,1.683
19.401,4.445,1.685
19.501,4.445,1.685
19.602,4.469,1.686
19.702,4.493,1.675
19.807,4.518,1.655
19.917,4.542,1.625
20.026,4.564,1.595
20.136,4.564,1.595
20.237,4.580,1.561
20.339,4.594,1.528
20.450,4.605,1.503
20.559,4.616,1.485
20.660,4.627,1.472
20.772,4.627,1.472
20.873,4.644,1.463
20.984,4.671,1.455
21.094,4.705,1.451
21.195,4.739,1.453
21.308,4.770,1.450
21.408,4.770,1.450
21.523,4.797,1.448
21.633,4.819,1.439
21.734,4.840,1.419
21.835,4.859,1.389
21.939,4.873,1.354
22.049,4.885,1.317
22.159,4.885,1.317
22.273,4.887,1.279
22.383,4.889,1.246
22.488,4.895,1.220
22.598,4.901,1.201
22.709,4.909,1.188
22.821,4.924,1.173
22.926,4.924,1.173
23.027,4.949,1.160
23.128,4.978,1.147
23.228,5.010,1.137
23.336,5.037,1.126
23.447,5.037,1.126
23.554,5.061,1.114
23.664,5.080,1.097
23.773,5.092,1.070
23.874,5.098,1.033
23.975,5.099,0.996
24.075,5.099,0.996
24.176,5.095,0.959
24.276,5.085,0.922
24.377,5.079,0.893
24.483,5.077,0.869
24.589,5.077,0.869
24.691,5.076,0.851
24.792,5.082,0.835
24.894,5.094,0.814
24.996,5.113,0.793
25.107,5.113,0.793
25.217,5.141,0.773
25.324,5.166,0.755
25.434,5.188,0.738
25.544,5.203,0.717
25.645,5.212,0.692
25.747,5.210,0.662
25.855,5.210,0.662
25.955,5.202,0.625
26.060,5.193,0.589
26.173,5.174,0.557
26.275,5.153,0.532
26.386,5.139,0.508
26.499,5.139,0.508
26.607,5.132,0.489
26.709,5.128,0.471
26.823,5.129,0.456
