time_s,x,y
0.000,0.137,1.340
0.108,1.014,1.387
0.209,1.023,1.434
0.310,1.026,1.476
0.410,1.034,1.513
0.511,1.034,1.513
0.611,1.054,1.540
0.712,1.080,1.556
0.820,1.116,1.566
0.930,1.164,1.562
1.040,1.164,1.562
1.150,1.249,1.526
1.256,1.249,1.526
1.370,1.284,1.509
1.471,1.316,1.500
1.573,1.343,1.498
1.685,1.369,1.504
1.785,1.369,1.504
1.890,1.400,1.525
1.999,1.431,1.566
2.100,1.456,1.609
2.201,1.470,1.648
2.301,1.480,1.689
2.402,1.480,1.689
2.502,1.498,1.723
2.603,1.524,1.742
2.709,1.554,1.751
2.820,1.594,1.755
2.929,1.594,1.755
3.030,1.640,1.745
3.134,1.683,1.722
3.244,1.720,1.697
3.347,1.754,1.681
3.449,1.785,1.674
3.559,1.785,1.674
3.660,1.812,1.671
3.761,1.840,1.674
3.861,1.875,1.699
3.962,1.909,1.738
4.063,1.909,1.738
4.164,1.930,1.778
4.265,1.943,1.817
4.378,1.960,1.855
4.488,1.987,1.883
4.598,2.015,1.895
4.703,2.015,1.895
4.803,2.046,1.900
4.904,2.089,1.898
5.004,2.136,1.883
5.104,2.173,1.855
5.205,2.173,1.855
5.305,2.205,1.826
5.419,2.239,1.809
5.519,2.272,1.806
5.621,2.272,1.806
5.724,2.303,1.808
5.825,2.335,1.817
5.931,2.368,1.851
6.035,2.391,1.889
6.136,2.406,1.918
6.251,2.406,1.918
6.353,2.424,1.921
6.453,2.443,1.929
6.554,2.475,1.930
6.654,2.508,1.922
6.754,2.508,1.922
6.854,2.545,1.908
6.955,2.583,1.874
7.055,2.612,1.829
7.156,2.632,1.786
7.256,2.632,1.786
7.356,2.653,1.749
7.457,2.674,1.716
7.567,2.699,1.696
7.669,2.733,1.681
7.770,2.733,1.681
7.870,2.781,1.680
7.971,2.827,1.690
8.085,2.864,1.712
8.185,2.895,1.744
8.285,2.895,1.744
8.386,2.926,1.773
8.498,2.957,1.791
8.607,2.987,1.799
8.717,3.019,1.797
8.818,3.065,1.789
8.920,3.065,1.789
9.021,3.106,1.757
9.121,3.090,1.791
9.236,3.133,1.759
9.337,3.176,1.714
9.437,3.199,1.675
9.552,3.199,1.675
9.653,3.214,1.648
9.754,3.235,1.624
9.854,3.261,1.606
9.969,3.288,1.595
10.070,3.288,1.595
10.170,3.322,1.602
10.274,3.375,1.620
10.386,3.431,1.641
10.487,3.467,1.667
10.601,3.491,1.694
10.703,3.491,1.694
10.803,3.522,1.710
10.914,3.559,1.710
11.024,3.592,1.701
11.124,3.623,1.683
11.224,3.623,1.683
11.333,3.653,1.647
11.435,3.680,1.604
11.551,3.700,1.565
11.661,3.716,1.536
11.761,3.738,1.515
11.868,3.765,1.499
11.969,3.765,1.499
12.069,3.795,1.490
12.170,3.835,1.497
12.270,3.885,1.516
12.370,3.929,1.539
12.471,3.929,1.539
12.571,3.963,1.566
12.672,3.992,1.589
12.786,4.027,1.597
12.887,4.060,1.589
12.987,4.060,1.589
13.088,4.092,1.579
13.188,4.121,1.553
13.289,4.149,1.512
13.391,4.168,1.468
13.503,4.168,1.468
13.603,4.181,1.431
13.704,4.197,1.403
13.804,4.218,1.382
13.919,4.242,1.367
14.020,4.242,1.367
14.120,4.275,1.359
14.225,4.323,1.367
14.325,4.377,1.383
14.425,4.417,1.403
14.535,4.417,1.403
14.636,4.452,1.426
14.736,4.485,1.441
14.837,4.519,1.441
14.938,4.551,1.430
15.038,4.551,1.430
15.153,4.581,1.413
15.263,4.610,1.379
15.374,4.630,1.331
15.474,4.643,1.287
15.574,4.656,1.253
15.680,4.656,1.253
15.790,4.669,1.224
15.891,4.688,1.200
15.992,4.713,1.184
16.092,4.754,1.173
16.203,4.806,1.179
16.303,4.806,1.179
16.404,4.853,1.193
16.504,4.891,1.212
16.604,4.927,1.229
16.704,4.964,1.236
16.819,4.964,1.236
16.919,4.997,1.229
