time_s,x,y
0.000,-0.029,1.244
0.110,1.029,1.070
0.215,1.087,1.081
0.315,1.157,1.064
0.416,1.219,1.038
0.517,1.269,1.038
0.617,1.269,1.038
0.717,1.323,1.065
0.817,1.373,1.111
0.917,1.429,1.140
1.018,1.429,1.140
1.118,1.501,1.149
1.223,1.578,1.131
1.333,1.638,1.124
1.433,1.691,1.145
1.534,1.691,1.145
1.634,1.741,1.198
1.734,1.790,1.240
1.845,1.855,1.264
1.950,1.938,1.264
2.050,2.003,1.266
2.151,2.003,1.266
2.252,2.053,1.290
2.363,2.099,1.351
2.464,2.138,1.404
2.565,2.189,1.440
2.665,2.189,1.440
2.767,2.272,1.462
2.867,2.347,1.470
2.981,2.395,1.491
3.088,2.440,1.548
3.199,2.472,1.615
3.299,2.472,1.615
3.413,2.507,1.664
3.513,2.576,1.704
3.614,2.657,1.725
3.717,2.706,1.752
3.817,2.706,1.752
3.930,2.747,1.805
4.030,2.772,1.879
4.131,2.797,1.927
4.232,2.850,1.938
4.332,2.850,1.938
4.433,2.913,1.939
4.534,2.952,1.928
4.644,2.992,1.922
4.749,3.032,1.927
4.850,3.059,1.931
4.950,3.059,1.931
5.050,3.105,1.929
5.150,3.107,1.933
5.250,3.148,1.931
5.350,3.148,1.931
5.451,3.221,1.912
5.551,3.280,1.898
5.659,3.315,1.913
5.763,3.355,1.932
5.873,3.400,1.941
5.984,3.447,1.944
6.084,3.447,1.944
6.184,3.510,1.939
6.284,3.575,1.910
6.396,3.627,1.902
6.500,3.627,1.902
6.601,3.675,1.927
6.701,3.728,1.939
6.813,3.785,1.945
6.922,3.847,1.942
7.023,3.915,1.917
7.130,3.915,1.917
7.230,3.968,1.906
7.334,4.019,1.925
7.444,4.080,1.944
7.545,4.139,1.952
7.647,4.139,1.952
7.750,4.194,1.953
7.850,4.261,1.933
7.958,4.319,1.907
8.068,4.369,1.908
8.181,4.428,1.940
8.282,4.428,1.940
8.391,4.486,1.953
8.492,4.536,1.962
8.592,4.605,1.954
8.700,4.671,1.927
8.801,4.671,1.927
8.902,4.720,1.914
9.002,4.776,1.935
9.103,4.833,1.948
9.204,4.884,1.957
9.309,4.949,1.952
9.410,4.949,1.952
9.516,5.020,1.916
9.626,5.070,1.896
9.727,5.125,1.915
9.832,5.189,1.944
9.932,5.189,1.944
10.034,5.242,1.959
10.134,5.242,1.959
10.235,5.376,1.950
10.335,5.433,1.930
10.435,5.433,1.930
10.536,5.476,1.927
