time_s,x,y
38.829,4.749,1.891
38.930,4.761,1.898
39.030,4.771,1.898
39.131,4.782,1.898
39.231,4.782,1.898
39.332,4.795,1.899
39.432,4.809,1.896
39.533,4.809,1.896
39.635,4.833,1.891
39.745,4.833,1.891
39.845,4.845,1.891
39.950,4.858,1.896
40.050,4.870,1.908
40.154,4.879,1.916
40.264,4.879,1.916
40.374,4.888,1.919
40.484,4.898,1.927
40.594,4.910,1.930
40.704,4.922,1.932
40.805,4.930,1.933
40.905,4.938,1.932
41.006,4.938,1.932
41.114,4.949,1.930
41.214,4.958,1.928
41.318,4.971,1.922
41.428,4.984,1.912
41.538,4.998,1.906
41.648,4.998,1.906
41.759,5.013,1.899
41.859,5.027,1.890
41.963,5.039,1.881
42.065,5.050,1.872
42.166,5.050,1.872
42.266,5.062,1.865
42.372,5.074,1.862
42.473,5.087,1.863
42.575,5.100,1.862
42.676,5.100,1.862
42.778,5.112,1.863
42.878,5.124,1.866
42.978,5.135,1.863
43.079,5.135,1.863
43.180,5.145,1.862
43.294,5.158,1.860
43.395,5.170,1.854
43.495,5.170,1.854
43.596,5.194,1.838
43.696,5.194,1.838
43.810,5.207,1.836
43.911,5.221,1.836
44.012,5.233,1.839
44.112,5.245,1.843
44.213,5.245,1.843
44.327,5.255,1.845
44.428,5.266,1.852
44.528,5.280,1.860
44.629,5.293,1.862
44.729,5.304,1.867
44.829,5.304,1.867
44.930,5.314,1.873
