time_s,x,y
17.425,2.454,1.380
17.525,2.439,1.403
17.626,2.412,1.417
17.726,2.383,1.422
17.827,2.383,1.422
17.927,2.357,1.418
18.028,2.333,1.411
18.129,2.307,1.401
18.230,2.283,1.394
18.330,2.283,1.394
18.430,2.263,1.396
18.530,2.243,1.405
18.631,2.222,1.423
18.731,2.222,1.423
18.831,2.204,1.445
18.932,2.190,1.471
19.032,2.177,1.501
19.132,2.165,1.528
19.233,2.165,1.528
19.345,2.152,1.551
19.445,2.136,1.567
19.546,2.111,1.574
19.646,2.081,1.569
19.747,2.055,1.557
19.848,2.055,1.557
19.960,2.037,1.539
20.062,2.020,1.519
20.162,2.004,1.498
20.269,1.986,1.485
20.380,1.986,1.485
20.492,1.965,1.479
20.596,1.942,1.477
20.711,1.915,1.480
20.822,1.890,1.490
20.932,1.863,1.508
21.042,1.837,1.530
21.152,1.814,1.548
21.262,1.814,1.548
21.372,1.792,1.560
21.473,1.768,1.563
21.577,1.742,1.553
21.677,1.721,1.534
21.781,1.708,1.510
21.888,1.708,1.510
21.989,1.703,1.486
22.090,1.700,1.461
22.190,1.694,1.439
22.301,1.684,1.419
22.401,1.684,1.419
22.505,1.672,1.405
22.615,1.650,1.395
22.716,1.624,1.390
22.817,1.595,1.387
22.918,1.595,1.387
23.025,1.563,1.390
23.135,1.532,1.397
23.245,1.505,1.402
23.345,1.482,1.396
23.449,1.461,1.383
23.560,1.445,1.359
23.669,1.445,1.359
23.770,1.440,1.334
23.871,1.444,1.308
23.971,1.453,1.283
24.072,1.461,1.262
24.174,1.461,1.262
24.284,1.465,1.241
24.394,1.464,1.223
24.504,1.454,1.203
24.613,1.436,1.184
24.714,1.412,1.167
24.818,1.412,1.167
24.928,1.386,1.153
25.039,1.357,1.141
25.140,1.326,1.134
25.241,1.302,1.122
25.341,1.287,1.104
25.447,1.287,1.104
25.557,1.282,1.077
25.657,1.286,1.048
25.758,1.298,1.025
25.858,1.298,1.025
25.966,1.319,1.003
26.069,1.341,0.988
26.171,1.360,0.974
26.272,1.376,0.959
26.372,1.384,0.941
26.486,1.384,0.941
26.596,1.387,0.919
26.706,1.382,0.893
26.816,1.376,0.866
26.917,1.361,0.839
27.018,1.340,0.813
27.132,1.323,0.791
27.242,1.323,0.791
27.351,1.316,0.767
27.461,1.317,0.741
27.562,1.331,0.716
27.666,1.353,0.697
27.767,1.377,0.686
27.871,1.377,0.686
27.981,1.405,0.679
28.082,1.430,0.679
28.186,1.455,0.677
28.296,1.475,0.671
28.406,1.491,0.659
28.506,1.491,0.659
28.607,1.504,0.639
28.708,1.514,0.612
28.808,1.520,0.585
28.910,1.520,0.585
29.020,1.520,0.554
29.130,1.515,0.522
29.230,1.512,0.495
29.331,1.523,0.472
29.432,1.543,0.452
29.532,1.543,0.452
29.633,1.569,0.441
29.742,1.595,0.439
29.843,1.624,0.447
29.944,1.652,0.459
30.044,1.652,0.459
30.154,1.676,0.473
30.255,1.697,0.482
30.358,1.718,0.484
30.468,1.740,0.481
30.569,1.740,0.481
30.672,1.763,0.467
30.782,1.785,0.449
30.892,1.804,0.423
31.002,1.820,0.394
31.112,1.831,0.370
31.214,1.848,0.351
31.315,1.848,0.351
31.415,1.871,0.337
31.516,1.899,0.334
31.616,1.925,0.341
31.726,1.948,0.359
31.836,1.948,0.359
31.946,1.968,0.379
32.056,1.983,0.401
32.157,1.994,0.424
32.257,2.007,0.443
32.371,2.024,0.454
32.481,2.048,0.460
32.591,2.048,0.460
32.691,2.076,0.458
32.792,2.106,0.451
32.892,2.136,0.437
33.001,2.164,0.422
33.101,2.164,0.422
33.201,2.187,0.407
33.302,2.213,0.399
33.403,2.239,0.401
33.503,2.263,0.417
33.604,2.263,0.417
33.713,2.278,0.442
33.813,2.288,0.468
33.914,2.290,0.498
34.014,2.290,0.498
34.114,2.289,0.528
34.214,2.288,0.553
34.315,2.294,0.573
34.430,2.304,0.592
34.533,2.322,0.607
34.647,2.348,0.619
34.747,2.348,0.619
34.848,2.377,0.626
34.960,2.409,0.632
35.060,2.439,0.632
35.166,2.467,0.633
35.277,2.467,0.633
35.387,2.492,0.642
35.496,2.512,0.660
35.597,2.521,0.689
35.698,2.521,0.717
35.811,2.515,0.741
35.912,2.515,0.741
36.013,2.504,0.766
36.113,2.488,0.788
36.214,2.474,0.808
36.315,2.467,0.828
36.421,2.467,0.828
36.523,2.469,0.849
36.623,2.479,0.871
36.724,2.494,0.895
36.836,2.514,0.916
36.945,2.538,0.937
37.055,2.538,0.937
37.164,2.564,0.951
37.275,2.585,0.968
37.375,2.598,0.989
37.475,2.604,1.016
37.576,2.590,1.044
37.684,2.590,1.044
37.784,2.571,1.068
37.888,2.550,1.084
37.990,2.529,1.095
38.091,2.506,1.105
38.203,2.506,1.105
38.313,2.485,1.117
38.423,2.471,1.133
38.523,2.460,1.152
38.627,2.461,1.179
38.728,2.461,1.179
38.829,2.464,1.208
38.929,2.471,1.237
39.037,2.481,1.266
39.147,2.492,1.292
39.248,2.497,1.316
39.349,2.497,1.316
39.449,2.496,1.340
39.556,2.482,1.364
39.657,2.457,1.381
39.761,2.431,1.389
39.862,2.431,1.389
39.965,2.404,1.391
40.067,2.378,1.386
40.167,2.353,1.384
40.268,2.331,1.387
40.374,2.331,1.387
40.474,2.313,1.395
40.575,2.297,1.411
40.689,2.282,1.434
40.790,2.272,1.462
40.894,2.268,1.492
40.994,2.268,1.492
41.099,2.261,1.522
41.199,2.256,1.548
41.300,2.249,1.572
41.400,2.236,1.591
41.508,2.236,1.591
41.608,2.209,1.599
41.709,2.177,1.598
41.809,2.152,1.588
41.910,2.152,1.588
42.011,2.129,1.571
42.123,2.108,1.553
42.233,2.087,1.540
42.343,2.066,1.534
42.453,2.046,1.534
42.563,2.024,1.540
42.674,2.001,1.553
42.784,2.001,1.553
42.884,1.979,1.570
42.989,1.957,1.592
43.099,1.937,1.617
43.199,1.919,1.636
43.300,1.919,1.636
43.414,1.900,1.650
43.524,1.876,1.656
43.624,1.849,1.647
43.725,1.825,1.632
43.825,1.811,1.616
43.926,1.811,1.616
44.028,1.803,1.601
44.129,1.794,1.582
44.230,1.783,1.562
44.331,1.768,1.548
44.431,1.768,1.548
44.531,1.752,1.541
44.641,1.726,1.541
44.751,1.697,1.542
44.861,1.669,1.548
44.971,1.640,1.558
