time_s,x,y
0.000,0.000,0.000
0.101,1.441,0.658
0.204,1.441,0.658
0.314,1.441,0.658
0.424,1.441,0.658
0.534,1.441,0.658
0.643,1.441,0.658
0.751,1.441,0.658
0.851,1.441,0.658
0.952,1.441,0.658
1.052,1.441,0.658
1.161,1.441,0.658
1.271,1.441,0.658
1.381,1.441,0.658
1.491,1.441,0.658
1.601,1.441,0.658
1.711,1.441,0.658
1.821,1.441,0.658
1.922,1.530,0.520
2.025,1.530,0.520
2.129,1.534,0.512
2.229,1.534,0.512
2.339,1.534,0.512
2.449,1.534,0.512
2.553,1.534,0.512
2.653,1.534,0.512
2.753,1.534,0.512
2.854,1.534,0.512
2.955,1.534,0.512
3.055,1.534,0.512
3.169,1.534,0.512
3.269,1.534,0.512
3.370,1.534,0.512
3.485,1.534,0.512
3.585,1.534,0.512
