time_s,x,y
0.000,-0.056,1.261
0.100,1.017,0.771
0.210,1.027,0.722
0.323,1.030,0.680
0.434,1.030,0.647
0.544,1.028,0.618
0.644,1.039,0.592
0.745,1.039,0.592
0.859,1.078,0.563
0.959,1.121,0.546
1.060,1.163,0.544
1.160,1.207,0.563
1.261,1.207,0.563
1.362,1.244,0.590
1.462,1.270,0.613
1.563,1.295,0.628
1.663,1.328,0.633
1.764,1.328,0.633
1.865,1.382,0.621
1.965,1.428,0.597
2.066,1.457,0.558
2.166,1.457,0.558
2.267,1.472,0.508
2.373,1.474,0.465
2.483,1.474,0.430
2.593,1.480,0.399
2.703,1.501,0.371
2.803,1.501,0.371
2.908,1.545,0.343
3.018,1.590,0.327
3.118,1.636,0.328
3.219,1.682,0.349
3.319,1.717,0.375
3.420,1.717,0.375
3.522,1.742,0.394
3.622,1.769,0.402
3.723,1.810,0.399
3.824,1.810,0.399
3.924,1.862,0.382
4.025,1.900,0.352
4.125,1.927,0.304
4.231,1.933,0.255
4.341,1.931,0.218
4.451,1.931,0.218
4.560,1.932,0.183
4.661,1.943,0.153
4.761,1.973,0.122
4.862,2.013,0.099
4.970,2.013,0.099
5.079,2.057,0.086
5.180,2.103,0.091
5.284,2.147,0.121
5.384,2.175,0.154
5.489,2.175,0.154
5.589,2.204,0.171
5.693,2.233,0.178
5.804,2.277,0.178
5.915,2.325,0.166
6.027,2.365,0.138
6.137,2.392,0.093
6.247,2.412,0.081
6.357,2.412,0.081
6.468,2.421,0.083
6.578,2.441,0.082
6.688,2.471,0.085
6.788,2.515,0.097
6.892,2.560,0.116
7.002,2.560,0.116
7.103,2.597,0.146
7.206,2.616,0.195
7.306,2.622,0.250
7.407,2.620,0.292
7.521,2.625,0.322
7.632,2.625,0.322
7.734,2.643,0.350
7.834,2.685,0.385
7.935,2.730,0.405
8.035,2.785,0.402
8.136,2.785,0.402
8.248,2.834,0.376
8.358,2.866,0.349
8.468,2.887,0.326
8.568,2.916,0.307
8.669,2.952,0.302
8.769,2.952,0.302
8.870,2.997,0.315
8.972,3.039,0.334
9.072,3.079,0.365
9.173,3.079,0.365
9.287,3.098,0.413
9.398,3.094,0.462
9.510,3.095,0.497
9.622,3.111,0.523
9.733,3.140,0.502
9.846,3.144,0.528
9.958,3.168,0.556
10.069,3.168,0.556
10.182,3.222,0.585
10.294,3.270,0.599
10.403,3.311,0.589
10.513,3.353,0.562
10.623,3.391,0.535
10.724,3.416,0.512
10.825,3.416,0.512
10.925,3.440,0.496
11.026,3.483,0.498
11.126,3.537,0.514
11.227,3.576,0.539
11.328,3.576,0.539
11.428,3.595,0.579
11.538,3.605,0.631
11.648,3.607,0.674
11.758,3.606,0.704
11.868,3.611,0.731
11.978,3.641,0.762
12.089,3.641,0.762
12.199,3.687,0.789
12.311,3.732,0.799
12.423,3.777,0.787
12.535,3.825,0.764
12.648,3.857,0.741
12.760,3.883,0.723
12.871,3.914,0.717
12.983,3.914,0.717
13.095,3.968,0.732
13.205,4.013,0.756
13.316,4.042,0.791
13.426,4.053,0.838
13.527,4.051,0.890
13.628,4.051,0.890
13.742,4.043,0.930
13.842,4.036,0.958
13.947,4.039,0.984
14.057,4.066,1.025
14.167,4.104,1.058
14.277,4.148,1.076
14.387,4.148,1.076
14.494,4.197,1.074
14.606,4.246,1.061
14.717,4.283,1.049
14.826,4.316,1.043
14.927,4.353,1.054
15.031,4.353,1.054
15.141,4.398,1.086
15.251,4.429,1.126
15.361,4.440,1.173
15.471,4.429,1.225
15.581,4.407,1.266
15.681,4.387,1.296
15.785,4.387,1.296
15.897,4.375,1.322
15.998,4.372,1.353
16.098,4.385,1.401
16.199,4.408,1.443
16.307,4.408,1.443
16.418,4.444,1.473
16.530,4.492,1.487
16.642,4.535,1.492
16.754,4.572,1.493
16.866,4.605,1.505
16.978,4.631,1.540
17.089,4.651,1.588
17.201,4.656,1.636
17.303,4.656,1.636
17.406,4.637,1.682
17.506,4.597,1.719
17.611,4.558,1.738
17.722,4.528,1.753
17.834,4.528,1.753
17.946,4.508,1.774
18.056,4.492,1.804
18.157,4.481,1.852
18.257,4.487,1.898
18.358,4.508,1.928
18.459,4.508,1.928
18.559,4.531,1.934
18.659,4.546,1.935
18.764,4.559,1.930
18.877,4.562,1.923
18.987,4.562,1.923
19.087,4.561,1.913
19.192,4.538,1.917
19.301,4.504,1.920
19.402,4.474,1.912
19.503,4.474,1.912
19.603,4.437,1.894
19.712,4.405,1.874
19.823,4.380,1.865
19.924,4.357,1.872
20.028,4.334,1.905
20.128,4.315,1.912
20.229,4.315,1.912
20.343,4.309,1.910
20.453,4.318,1.909
20.562,4.323,1.912
20.663,4.326,1.914
20.764,4.322,1.912
20.864,4.322,1.912
20.972,4.304,1.912
21.084,4.267,1.926
21.185,4.230,1.932
21.285,4.193,1.924
21.399,4.155,1.890
21.499,4.155,1.890
21.600,4.125,1.853
21.714,4.107,1.827
21.824,4.088,1.811
21.934,4.058,1.800
22.044,4.009,1.803
22.156,4.009,1.803
22.268,3.969,1.824
22.379,3.942,1.862
22.491,3.934,1.910
22.603,3.923,1.913
22.715,3.917,1.915
22.825,3.901,1.916
22.935,3.901,1.916
23.045,3.872,1.916
23.146,3.825,1.910
23.250,3.782,1.897
23.350,3.746,1.869
23.451,3.721,1.823
23.551,3.721,1.823
23.652,3.707,1.776
23.753,3.697,1.742
23.853,3.677,1.716
23.954,3.642,1.695
24.054,3.642,1.695
24.155,3.592,1.681
24.259,3.546,1.686
24.369,3.506,1.715
24.470,3.480,1.755
24.571,3.480,1.755
24.671,3.467,1.788
24.772,3.454,1.815
24.873,3.435,1.838
24.973,3.398,1.854
25.074,3.398,1.854
25.174,3.350,1.858
25.284,3.306,1.852
25.395,3.265,1.827
25.495,3.237,1.786
25.599,3.237,1.786
25.709,3.223,1.747
25.810,3.095,1.688
25.911,3.037,1.684
26.011,2.997,1.703
26.119,2.969,1.741
26.229,2.969,1.741
26.339,2.944,1.785
26.450,2.929,1.822
26.550,2.918,1.852
26.651,2.901,1.873
26.752,2.852,1.891
26.852,2.852,1.891
26.953,2.800,1.897
27.053,2.763,1.891
27.154,2.730,1.866
27.254,2.730,1.866
27.365,2.693,1.826
27.474,2.671,1.789
27.584,2.659,1.767
27.694,2.637,1.752
27.804,2.577,1.741
27.915,2.577,1.741
28.015,2.524,1.745
28.120,2.486,1.768
28.229,2.461,1.808
28.339,2.437,1.846
28.439,2.422,1.878
28.540,2.407,1.909
28.640,2.407,1.909
28.741,2.384,1.931
28.842,2.329,1.944
28.942,2.282,1.944
29.048,2.245,1.931
29.159,2.245,1.931
29.269,2.216,1.901
29.369,2.188,1.860
29.470,2.165,1.821
29.570,2.144,1.793
29.678,2.144,1.793
29.787,2.118,1.782
29.897,2.071,1.777
30.007,2.024,1.791
30.117,1.995,1.821
30.218,1.983,1.865
30.322,1.979,1.904
30.432,1.979,1.904
30.534,1.968,1.917
30.636,1.951,1.922
30.736,1.927,1.930
30.840,1.880,1.933
30.940,1.880,1.933
31.041,1.839,1.924
31.141,1.805,1.901
31.242,1.776,1.861
31.343,1.776,1.861
31.443,1.756,1.825
31.571,1.740,1.796
31.672,1.719,1.778
31.786,1.674,1.769
31.897,1.620,1.773
32.002,1.578,1.796
32.117,1.551,1.838
32.226,1.551,1.838
32.327,1.537,1.885
32.431,1.531,1.918
32.531,1.516,1.919
32.635,1.497,1.922
32.745,1.497,1.922
32.854,1.457,1.925
32.964,1.411,1.923
33.074,1.372,1.910
33.174,1.338,1.880
33.275,1.311,1.838
33.389,1.294,1.799
33.490,1.294,1.799
33.591,1.274,1.775
33.691,1.245,1.759
33.792,1.193,1.753
33.893,1.144,1.765
34.005,1.144,1.765
34.115,1.108,1.794
34.216,1.088,1.837
34.318,1.079,1.879
34.419,1.076,1.914
